UserId,MFAMethod,CreatedAt,ClientIP,Application,Browser,OS,Unit,Title,RiskScore
U00100,Mail,2025-05-08 12:34:57.099237,10.2.122.154,Email,Chrome,Windows 10,Satış,Direktör,27.0
U00090,OTP,2025-05-08 12:39:26.453419,192.168.2.207,CRM,Firefox,Windows 11,Bilgi İşlem,Takım Lideri,27.5
U00097,OTP,2025-05-08 12:46:12.547050,192.168.3.99,Finance,Safari,macOS,Pazarlama,Stajyer,29.0
U00072,SMS,2025-05-08 12:46:52.497232,192.168.0.170,Finance,Safari,Windows 11,Bilgi İşlem,Stajyer,29.0
U00036,Mail,2025-05-08 12:48:01.587993,192.168.6.66,CRM,Chrome,macOS,Bilgi İşlem,Genel Müdür,27.5
U00019,OTP,2025-05-08 12:59:53.875519,192.168.3.40,Email,Chrome,macOS,Satış,Stajyer,27.0
U00016,SMS,2025-05-08 13:00:18.868742,192.168.5.103,Email,Opera,macOS,Yönetim,Genel Müdür,27.0
U00033,OTP,2025-05-08 13:05:08.107593,192.168.7.235,CRM,Edge,Windows 10,Bilgi İşlem,Direktör,27.5
U00030,Mail,2025-05-08 13:08:12.162260,192.168.2.51,Email,Safari,Windows 10,Bilgi İşlem,Direktör,27.0
U00056,Mail,2025-05-08 13:08:40.744512,192.168.5.187,CRM,Chrome,Windows 10,Satış,Takım Lideri,27.5
U00012,OTP,2025-05-08 13:10:47.702752,192.168.0.88,Email,Safari,Windows 11,Bilgi İşlem,Takım Lideri,27.0
U00008,SMS,2025-05-08 13:13:46.995539,192.168.0.206,CRM,Chrome,macOS,Pazarlama,Stajyer,27.5
U00058,Biometric,2025-05-08 13:15:42.605718,192.168.2.219,CRM,Chrome,macOS,Satış,Stajyer,27.5
U00091,OTP,2025-05-08 13:24:46.829751,192.168.4.48,CRM,Safari,macOS,Bilgi İşlem,Direktör,27.5
U00060,Biometric,2025-05-08 13:31:22.071802,192.168.1.173,CRM,Firefox,Windows 11,Finans,Direktör,27.5
U00096,SMS,2025-05-08 13:33:26.223795,192.168.1.37,Email,Chrome,Windows 10,İnsan Kaynakları,Uzman,27.0
U00091,OTP,2025-05-08 13:44:11.829702,192.168.3.82,CRM,Safari,macOS,Bilgi İşlem,Direktör,27.5
U00059,OTP,2025-05-08 13:58:52.942069,192.168.3.151,HR System,Chrome,Ubuntu,Bilgi İşlem,Müdür,28.0
U00067,SMS,2025-05-08 14:00:44.362167,10.3.255.139,HR System,Chrome,Ubuntu,İnsan Kaynakları,Stajyer,28.0
U00087,Mail,2025-05-08 14:06:58.880565,192.168.8.180,HR System,Firefox,macOS,Yönetim,Uzman,28.0
U00035,SMS,2025-05-08 14:07:45.205112,10.4.63.80,Email,Safari,Windows 11,Satış,Müdür,27.0
U00053,OTP,2025-05-08 14:12:36.020275,192.168.7.134,Finance,Chrome,Ubuntu,Yönetim,Genel Müdür,29.0
U00054,OTP,2025-05-08 14:18:33.553669,10.1.52.149,Email,Safari,Linux,Satış,Takım Lideri,27.0
U00064,Mail,2025-05-08 14:33:38.862030,10.4.145.148,CRM,Safari,Windows 10,Pazarlama,Müdür,27.5
U00042,OTP,2025-05-08 14:34:35.695634,192.168.4.153,Admin Panel,Opera,Windows 10,İnsan Kaynakları,Müdür,52.0
U00050,SMS,2025-05-08 14:37:18.404208,192.168.2.128,Admin Panel,Chrome,macOS,Finans,Müdür,30.0
U00055,OTP,2025-05-08 14:47:42.479012,192.168.6.45,Email,Chrome,Windows 11,Satış,Stajyer,27.0
U00083,Mail,2025-05-08 14:53:49.896146,192.168.7.237,CRM,Firefox,Ubuntu,Satış,Direktör,27.5
U00092,SMS,2025-05-08 14:55:06.305034,10.2.228.38,Finance,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,29.0
U00077,SMS,2025-05-08 14:59:22.233545,192.168.0.91,CRM,Firefox,macOS,İnsan Kaynakları,Genel Müdür,27.5
U00076,Biometric,2025-05-08 15:02:59.448207,10.1.68.230,Finance,Edge,Windows 10,Yönetim,Genel Müdür,44.5
U00001,SMS,2025-05-08 15:05:35.361587,192.168.3.68,Finance,Firefox,Windows 11,Yönetim,Stajyer,29.0
U00093,OTP,2025-05-08 15:06:01.248580,192.168.5.133,Finance,Edge,Windows 10,İnsan Kaynakları,Müdür,29.0
U00083,Mail,2025-05-08 15:06:22.896242,192.168.7.31,Finance,Firefox,Ubuntu,Satış,Direktör,29.0
U00089,SMS,2025-05-08 15:09:24.120043,192.168.3.221,HR System,Chrome,macOS,Pazarlama,Uzman,28.0
U00083,Mail,2025-05-08 15:11:34.896194,192.168.7.90,Finance,Firefox,Ubuntu,Satış,Direktör,29.0
U00094,SMS,2025-05-08 15:12:30.639768,192.168.9.88,HR System,Opera,Ubuntu,Satış,Takım Lideri,45.5
U00014,Biometric,2025-05-08 15:15:47.408883,192.168.7.213,HR System,Safari,Linux,Bilgi İşlem,Direktör,28.0
U00082,OTP,2025-05-08 15:18:58.800970,10.1.78.246,HR System,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,28.0
U00098,SMS,2025-05-08 15:24:18.937375,192.168.5.170,HR System,Safari,macOS,Bilgi İşlem,Uzman,28.0
U00044,SMS,2025-05-08 15:30:04.413188,192.168.4.65,CRM,Opera,Windows 11,Bilgi İşlem,Uzman,27.5
U00058,Biometric,2025-05-08 15:33:08.605652,192.168.2.20,Email,Chrome,macOS,Satış,Stajyer,27.0
U00084,OTP,2025-05-08 15:38:40.094771,192.168.4.142,Email,Edge,Ubuntu,Finans,Direktör,27.0
U00011,Mail,2025-05-08 15:42:48.437212,192.168.7.242,Admin Panel,Chrome,Windows 10,Pazarlama,Takım Lideri,30.0
U00096,SMS,2025-05-08 15:44:08.223746,192.168.0.19,Finance,Chrome,Windows 10,İnsan Kaynakları,Uzman,29.0
U00061,OTP,2025-05-08 15:46:30.337167,192.168.2.198,Email,Chrome,Windows 10,Pazarlama,Müdür,27.0
U00052,Mail,2025-05-08 15:47:23.615286,10.2.6.232,CRM,Firefox,Windows 11,Finans,Direktör,27.5
U00015,OTP,2025-05-08 15:51:39.726656,192.168.3.199,CRM,Safari,Windows 10,Bilgi İşlem,Genel Müdür,27.5
U00071,Mail,2025-05-08 15:52:43.102553,192.168.3.169,Admin Panel,Safari,Windows 11,Yönetim,Müdür,30.0
U00043,SMS,2025-05-08 15:55:31.420384,10.2.191.159,Admin Panel,Chrome,Linux,Satış,Stajyer,30.0
U00098,SMS,2025-05-08 16:08:04.937325,192.168.9.53,Email,Safari,macOS,Bilgi İşlem,Uzman,27.0
U00020,SMS,2025-05-08 16:14:12.428700,10.3.138.150,Finance,Safari,Windows 10,Satış,Genel Müdür,29.0
U00022,Biometric,2025-05-08 16:17:39.719455,192.168.6.164,HR System,Chrome,macOS,Finans,Direktör,28.0
U00087,Mail,2025-05-08 16:21:16.880613,192.168.8.64,Admin Panel,Firefox,macOS,Yönetim,Uzman,30.0
U00065,SMS,2025-05-08 16:27:42.714702,192.168.6.21,Admin Panel,Chrome,Windows 10,Yönetim,Uzman,30.0
U00011,Mail,2025-05-08 16:28:25.437310,192.168.7.51,Admin Panel,Chrome,Windows 10,Pazarlama,Takım Lideri,30.0
U00095,Mail,2025-05-08 16:28:47.956755,192.168.4.124,Email,Firefox,Ubuntu,Pazarlama,Genel Müdür,27.0
U00080,SMS,2025-05-08 16:36:14.084755,192.168.4.206,CRM,Firefox,Windows 11,Pazarlama,Genel Müdür,27.5
U00065,SMS,2025-05-08 16:50:00.714751,192.168.6.47,Admin Panel,Chrome,Windows 10,Yönetim,Uzman,30.0
U00088,Mail,2025-05-08 16:54:19.449603,10.4.164.171,Email,Chrome,Windows 11,İnsan Kaynakları,Müdür,27.0
U00078,SMS,2025-05-08 16:54:28.907773,10.0.147.7,CRM,Safari,Windows 10,Finans,Stajyer,27.5
U00003,Biometric,2025-05-08 16:59:15.516920,192.168.7.119,HR System,Edge,Windows 10,Finans,Takım Lideri,28.0
U00073,SMS,2025-05-08 17:00:13.895221,192.168.5.126,Email,Chrome,Ubuntu,Yönetim,Uzman,41.5
U00039,SMS,2025-05-08 17:02:25.416072,10.4.195.224,CRM,Chrome,Windows 10,Bilgi İşlem,Genel Müdür,27.5
U00071,Mail,2025-05-08 17:02:31.102601,192.168.3.138,Admin Panel,Safari,Windows 11,Yönetim,Müdür,30.0
U00072,SMS,2025-05-08 17:07:34.497280,192.168.0.5,Finance,Safari,Windows 11,Bilgi İşlem,Stajyer,29.0
U00076,Mail,2025-05-08 17:10:12.502596,192.168.4.163,Email,Safari,Windows 10,Yönetim,Genel Müdür,27.0
U00013,Biometric,2025-05-08 17:20:50.023431,192.168.2.33,Email,Firefox,Windows 10,Pazarlama,Uzman,27.0
U00033,OTP,2025-05-08 17:28:09.107642,192.168.7.132,Finance,Edge,Windows 10,Bilgi İşlem,Direktör,29.0
U00032,SMS,2025-05-08 17:36:41.319701,10.0.194.217,HR System,Chrome,Ubuntu,Finans,Uzman,42.0
U00063,Biometric,2025-05-08 17:46:34.347061,192.168.2.32,CRM,Safari,Windows 11,Pazarlama,Takım Lideri,27.5
U00027,OTP,2025-05-08 17:51:32.078224,192.168.4.87,Finance,Edge,macOS,Yönetim,Takım Lideri,29.0
U00086,Mail,2025-05-08 18:00:39.614614,192.168.7.87,CRM,Safari,Windows 10,Finans,Direktör,27.5
U00007,OTP,2025-05-08 18:03:54.611161,10.1.179.108,HR System,Chrome,macOS,Satış,Stajyer,35.5
U00085,SMS,2025-05-08 18:09:36.426392,192.168.3.20,Email,Firefox,macOS,Yönetim,Takım Lideri,34.5
U00029,SMS,2025-05-08 18:19:09.965253,192.168.4.83,Finance,Safari,Windows 10,İnsan Kaynakları,Stajyer,36.5
U00074,SMS,2025-05-08 18:20:40.103060,10.3.236.204,HR System,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,35.5
U00027,OTP,2025-05-08 18:20:43.078320,192.168.3.160,Finance,Edge,macOS,Yönetim,Takım Lideri,36.5
U00028,OTP,2025-05-08 18:28:42.180256,10.2.127.194,CRM,Chrome,Ubuntu,Pazarlama,Stajyer,35.0
U00070,SMS,2025-05-08 18:29:58.976370,10.2.125.63,HR System,Firefox,Windows 10,Finans,Genel Müdür,35.5
U00066,OTP,2025-05-08 18:39:34.912111,192.168.9.68,Admin Panel,Chrome,Windows 11,Yönetim,Müdür,37.5
U00049,SMS,2025-05-08 18:40:49.139654,192.168.2.193,CRM,Opera,Windows 10,Yönetim,Direktör,35.0
U00090,OTP,2025-05-08 18:58:12.453467,192.168.2.198,HR System,Firefox,Windows 11,Bilgi İşlem,Takım Lideri,35.5
U00023,SMS,2025-05-08 18:59:23.074322,192.168.2.152,CRM,Firefox,Windows 11,Bilgi İşlem,Stajyer,35.0
U00058,Biometric,2025-05-08 19:02:20.605599,192.168.2.139,CRM,Chrome,macOS,Satış,Stajyer,35.0
U00089,SMS,2025-05-08 19:05:26.120092,192.168.3.195,Email,Chrome,macOS,Pazarlama,Uzman,34.5
U00055,OTP,2025-05-08 19:07:35.478964,192.168.6.185,Email,Chrome,Windows 11,Satış,Stajyer,34.5
U00035,SMS,2025-05-08 19:20:34.271291,10.4.83.73,CRM,Safari,Windows 11,Satış,Müdür,35.0
U00041,SMS,2025-05-08 19:23:22.434492,192.168.4.133,HR System,Chrome,Windows 11,Pazarlama,Genel Müdür,35.5
U00062,Mail,2025-05-08 19:26:08.083007,10.3.179.134,Email,Chrome,macOS,Pazarlama,Direktör,34.5
U00036,Mail,2025-05-08 19:35:18.588057,10.3.171.120,CRM,Chrome,macOS,Bilgi İşlem,Genel Müdür,35.0
U00027,OTP,2025-05-08 19:42:27.078272,192.168.4.118,Finance,Edge,macOS,Yönetim,Takım Lideri,36.5
U00063,Biometric,2025-05-08 19:47:01.346996,192.168.2.101,CRM,Safari,Windows 11,Pazarlama,Takım Lideri,35.0
U00046,Biometric,2025-05-08 19:47:40.195722,192.168.2.2,CRM,Chrome,Windows 11,Finans,Direktör,35.0
U00060,Biometric,2025-05-08 19:48:07.071754,192.168.1.164,Email,Firefox,Windows 11,Finans,Direktör,34.5
U00074,SMS,2025-05-08 19:49:54.090761,10.3.174.177,CRM,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,35.0
U00078,SMS,2025-05-08 19:56:12.853765,10.0.84.29,Admin Panel,Safari,Windows 10,Finans,Stajyer,37.5
U00050,SMS,2025-05-08 20:03:27.404160,192.168.2.77,Finance,Chrome,macOS,Finans,Müdür,36.5
U00031,SMS,2025-05-08 20:03:31.292636,192.168.1.39,Email,Edge,Windows 11,Yönetim,Takım Lideri,34.5
U00038,SMS,2025-05-08 20:03:47.812471,192.168.6.171,Email,Chrome,Windows 10,Bilgi İşlem,Müdür,34.5
U00085,SMS,2025-05-08 20:42:41.426344,192.168.3.175,CRM,Firefox,macOS,Yönetim,Takım Lideri,35.0
U00054,OTP,2025-05-08 20:46:56.565621,10.1.21.151,Email,Safari,Linux,Satış,Takım Lideri,34.5
U00055,OTP,2025-05-08 21:20:20.478915,192.168.6.82,CRM,Chrome,Windows 11,Satış,Stajyer,35.0
U00048,OTP,2025-05-08 22:00:21.685454,192.168.5.113,HR System,Firefox,Ubuntu,Pazarlama,Takım Lideri,40.5
U00005,Mail,2025-05-08 22:05:29.939734,10.4.12.78,CRM,Opera,macOS,Finans,Genel Müdür,50.0
U00092,SMS,2025-05-08 22:10:43.317127,10.0.35.201,Email,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,39.5
U00093,OTP,2025-05-08 22:29:53.248684,192.168.5.187,Finance,Edge,Windows 10,İnsan Kaynakları,Müdür,41.5
U00025,OTP,2025-05-08 22:32:24.363630,192.168.8.235,CRM,Edge,Windows 10,Bilgi İşlem,Müdür,40.0
U00018,SMS,2025-05-08 22:41:04.453285,192.168.7.174,Email,Chrome,macOS,Finans,Takım Lideri,39.5
U00068,Mail,2025-05-08 22:52:44.990073,10.4.224.21,Email,Safari,Ubuntu,Pazarlama,Müdür,39.5
U00038,SMS,2025-05-08 23:00:33.812364,192.168.6.139,Email,Chrome,Windows 10,Bilgi İşlem,Müdür,39.5
U00008,OTP,2025-05-08 23:33:39.995490,192.168.0.73,Email,Opera,Linux,Pazarlama,Stajyer,57.5
U00061,OTP,2025-05-08 23:34:04.337118,192.168.2.86,CRM,Chrome,Windows 10,Pazarlama,Müdür,40.0
U00093,OTP,2025-05-08 23:37:12.248630,192.168.5.245,Finance,Edge,Windows 10,İnsan Kaynakları,Müdür,41.5
U00028,OTP,2025-05-08 23:38:12.192425,10.3.248.234,Email,Chrome,Ubuntu,Pazarlama,Stajyer,39.5
U00032,SMS,2025-05-08 23:54:20.307758,10.0.94.109,Admin Panel,Edge,Windows 10,Finans,Uzman,42.5
U00048,OTP,2025-05-09 06:00:05.697750,192.168.5.149,HR System,Firefox,Ubuntu,Pazarlama,Takım Lideri,40.5
U00048,OTP,2025-05-09 06:00:43.697683,192.168.5.134,Finance,Firefox,Ubuntu,Pazarlama,Takım Lideri,41.5
U00074,SMS,2025-05-09 06:10:23.173154,192.168.5.153,CRM,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,37.5
U00004,SMS,2025-05-09 06:12:41.899108,192.168.8.102,HR System,Firefox,Windows 10,Yönetim,Müdür,38.0
U00070,SMS,2025-05-09 06:17:14.099124,192.168.7.6,HR System,Firefox,Windows 10,Finans,Genel Müdür,38.0
U00036,Mail,2025-05-09 06:17:23.643952,10.3.198.72,CRM,Chrome,macOS,Bilgi İşlem,Genel Müdür,37.5
U00097,SMS,2025-05-09 06:21:22.547098,192.168.3.248,HR System,Edge,Linux,Pazarlama,Stajyer,59.5
U00060,Biometric,2025-05-09 06:22:51.071899,192.168.1.249,CRM,Firefox,Windows 11,Finans,Direktör,37.5
U00005,Mail,2025-05-09 06:27:24.059979,10.4.0.186,CRM,Firefox,Windows 10,Finans,Genel Müdür,37.5
U00016,SMS,2025-05-09 06:31:35.868839,192.168.5.248,Email,Opera,macOS,Yönetim,Genel Müdür,37.0
U00070,SMS,2025-05-09 06:32:37.032121,10.2.181.26,Finance,Firefox,Windows 10,Finans,Genel Müdür,39.0
U00086,Mail,2025-05-09 06:38:28.614767,192.168.7.131,Admin Panel,Safari,Windows 10,Finans,Direktör,40.0
U00051,Mail,2025-05-09 06:40:47.891043,10.4.195.10,HR System,Edge,Ubuntu,İnsan Kaynakları,Direktör,38.0
U00037,SMS,2025-05-09 07:15:27.595824,192.168.3.45,Finance,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,36.5
U00099,SMS,2025-05-09 07:23:47.323030,10.0.108.181,Email,Chrome,Linux,Pazarlama,Direktör,34.5
U00085,SMS,2025-05-09 07:26:27.426441,192.168.3.80,CRM,Firefox,macOS,Yönetim,Takım Lideri,35.0
U00077,SMS,2025-05-09 07:33:53.233594,192.168.0.112,CRM,Firefox,macOS,İnsan Kaynakları,Genel Müdür,35.0
U00033,OTP,2025-05-09 07:35:32.107738,192.168.7.173,CRM,Edge,Windows 10,Bilgi İşlem,Direktör,35.0
U00094,OTP,2025-05-09 07:40:21.639919,192.168.9.8,HR System,Safari,Windows 10,Satış,Takım Lideri,35.5
U00044,SMS,2025-05-09 07:41:40.413284,192.168.4.180,Email,Opera,Windows 11,Bilgi İşlem,Uzman,34.5
U00089,SMS,2025-05-09 07:43:03.120140,192.168.1.126,Email,Chrome,macOS,Pazarlama,Uzman,34.5
U00017,Biometric,2025-05-09 07:49:41.190157,192.168.0.19,CRM,Edge,Linux,Finans,Direktör,35.0
U00089,SMS,2025-05-09 07:53:44.120240,192.168.3.157,HR System,Chrome,macOS,Pazarlama,Uzman,35.5
U00071,Mail,2025-05-09 07:54:08.102651,192.168.3.103,Admin Panel,Safari,Windows 11,Yönetim,Müdür,37.5
U00025,OTP,2025-05-09 07:56:06.375724,192.168.8.135,Finance,Edge,Windows 10,Bilgi İşlem,Müdür,36.5
U00059,OTP,2025-05-09 07:58:07.942165,192.168.3.111,HR System,Chrome,Ubuntu,Bilgi İşlem,Müdür,35.5
U00086,Mail,2025-05-09 07:58:12.614718,192.168.7.109,Admin Panel,Safari,Windows 10,Finans,Direktör,37.5
U00033,SMS,2025-05-09 07:58:45.107785,192.168.7.119,Finance,Firefox,Windows 10,Bilgi İşlem,Direktör,49.0
U00017,Biometric,2025-05-09 07:59:56.190097,192.168.0.248,CRM,Edge,Linux,Finans,Direktör,35.0
U00046,Biometric,2025-05-09 08:00:53.195818,192.168.2.107,CRM,Chrome,Windows 11,Finans,Direktör,27.5
U00043,SMS,2025-05-09 08:01:11.432516,10.2.111.223,Admin Panel,Chrome,Linux,Satış,Stajyer,30.0
U00014,Biometric,2025-05-09 08:03:39.408933,192.168.7.219,HR System,Safari,Linux,Bilgi İşlem,Direktör,28.0
U00070,SMS,2025-05-09 08:09:38.044134,10.2.215.189,Finance,Firefox,Windows 10,Finans,Genel Müdür,29.0
U00056,Mail,2025-05-09 08:13:06.744608,192.168.5.24,CRM,Chrome,Windows 10,Satış,Takım Lideri,27.5
U00026,SMS,2025-05-09 08:13:47.572274,192.168.4.31,CRM,Chrome,Windows 10,Pazarlama,Genel Müdür,27.5
U00065,SMS,2025-05-09 08:18:40.714849,192.168.6.136,CRM,Chrome,Windows 10,Yönetim,Uzman,27.5
U00074,SMS,2025-05-09 08:40:00.173226,10.3.52.83,CRM,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,27.5
U00064,Mail,2025-05-09 09:01:09.917281,10.4.14.94,Email,Safari,Windows 10,Pazarlama,Müdür,27.0
U00092,SMS,2025-05-09 09:03:29.441110,10.2.175.101,Email,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,27.0
U00057,SMS,2025-05-09 09:04:30.788411,10.0.96.251,HR System,Firefox,Linux,Bilgi İşlem,Direktör,28.0
U00072,SMS,2025-05-09 09:06:09.497475,192.168.0.35,Finance,Safari,Windows 11,Bilgi İşlem,Stajyer,29.0
U00015,OTP,2025-05-09 09:06:46.726902,192.168.3.110,Admin Panel,Safari,Windows 10,Bilgi İşlem,Genel Müdür,30.0
U00006,Mail,2025-05-09 09:08:32.093481,10.2.99.4,Finance,Firefox,Windows 10,Finans,Takım Lideri,29.0
U00092,SMS,2025-05-09 09:09:58.496287,10.2.243.144,Email,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,27.0
U00043,SMS,2025-05-09 09:14:23.490088,10.2.74.29,Email,Chrome,Linux,Satış,Stajyer,27.0
U00076,Mail,2025-05-09 09:17:06.502733,10.1.109.102,HR System,Safari,Windows 10,Yönetim,Genel Müdür,28.0
U00042,SMS,2025-05-09 09:22:13.695726,192.168.4.236,CRM,Chrome,Windows 11,İnsan Kaynakları,Müdür,27.5
U00049,SMS,2025-05-09 09:25:58.139858,192.168.2.105,Email,Opera,Windows 10,Yönetim,Direktör,27.0
U00077,SMS,2025-05-09 09:26:39.233642,192.168.6.193,CRM,Firefox,macOS,İnsan Kaynakları,Genel Müdür,27.5
U00094,OTP,2025-05-09 09:28:04.639870,192.168.9.152,HR System,Safari,Windows 10,Satış,Takım Lideri,28.0
U00088,Mail,2025-05-09 09:37:18.516398,10.4.200.57,Email,Chrome,Windows 11,İnsan Kaynakları,Müdür,27.0
U00052,Mail,2025-05-09 09:42:28.627770,192.168.7.37,HR System,Firefox,Windows 11,Finans,Direktör,28.0
U00047,Biometric,2025-05-09 09:45:32.553124,10.2.104.215,HR System,Safari,macOS,Pazarlama,Takım Lideri,28.0
U00029,SMS,2025-05-09 09:46:31.965301,192.168.3.231,Finance,Safari,Windows 10,İnsan Kaynakları,Stajyer,29.0
U00096,SMS,2025-05-09 09:52:12.223844,192.168.1.165,Finance,Chrome,Windows 10,İnsan Kaynakları,Uzman,29.0
U00088,Mail,2025-05-09 10:04:55.461535,10.4.162.245,Email,Chrome,Windows 11,İnsan Kaynakları,Müdür,27.0
U00083,Mail,2025-05-09 10:07:52.896291,192.168.7.198,CRM,Firefox,Ubuntu,Satış,Direktör,27.5
U00051,Mail,2025-05-09 10:08:31.878895,10.4.54.195,Finance,Edge,Ubuntu,İnsan Kaynakları,Direktör,29.0
U00049,SMS,2025-05-09 10:12:05.139756,192.168.2.211,CRM,Opera,Windows 10,Yönetim,Direktör,27.5
U00062,Mail,2025-05-09 10:22:58.151598,192.168.2.74,HR System,Chrome,macOS,Pazarlama,Direktör,28.0
U00053,OTP,2025-05-09 10:24:48.020421,10.1.26.70,Finance,Chrome,Ubuntu,Yönetim,Genel Müdür,29.0
U00045,SMS,2025-05-09 10:28:24.790578,192.168.3.124,Finance,Chrome,Windows 11,Pazarlama,Stajyer,29.0
U00019,OTP,2025-05-09 10:28:32.875574,10.3.12.138,CRM,Chrome,macOS,Satış,Stajyer,27.5
U00001,SMS,2025-05-09 10:29:01.361636,192.168.3.245,Finance,Firefox,Windows 11,Yönetim,Stajyer,29.0
U00052,Mail,2025-05-09 10:30:16.627716,192.168.7.46,HR System,Firefox,Windows 11,Finans,Direktör,28.0
U00073,OTP,2025-05-09 10:30:20.895325,192.168.5.232,CRM,Chrome,Linux,Yönetim,Uzman,27.5
U00026,SMS,2025-05-09 10:43:10.572322,192.168.4.137,Email,Chrome,Windows 10,Pazarlama,Genel Müdür,27.0
U00079,Mail,2025-05-09 10:46:14.694623,192.168.8.247,Email,Chrome,Windows 11,Pazarlama,Takım Lideri,27.0
U00025,OTP,2025-05-09 10:58:25.375838,192.168.9.21,Finance,Edge,Windows 10,Bilgi İşlem,Müdür,29.0
U00035,SMS,2025-05-09 11:07:09.283336,10.4.119.197,Email,Safari,Windows 11,Satış,Müdür,27.0
U00011,Mail,2025-05-09 11:10:40.437359,192.168.7.95,Admin Panel,Chrome,Windows 10,Pazarlama,Takım Lideri,30.0
U00023,SMS,2025-05-09 11:11:38.074407,10.0.61.98,Email,Firefox,Windows 11,Bilgi İşlem,Stajyer,27.0
U00022,Biometric,2025-05-09 11:24:49.719602,192.168.6.80,Finance,Chrome,macOS,Finans,Direktör,29.0
U00015,OTP,2025-05-09 11:38:48.726854,192.168.3.208,CRM,Safari,Windows 10,Bilgi İşlem,Genel Müdür,27.5
U00020,SMS,2025-05-09 11:38:50.618820,10.3.224.28,Finance,Safari,Windows 10,Satış,Genel Müdür,29.0
U00061,OTP,2025-05-09 11:47:42.337216,192.168.2.71,CRM,Chrome,Windows 10,Pazarlama,Müdür,27.5
U00013,Biometric,2025-05-09 11:52:44.023583,10.1.247.178,HR System,Firefox,Windows 10,Pazarlama,Uzman,28.0
U00052,Mail,2025-05-09 11:54:03.627820,192.168.7.206,CRM,Firefox,Windows 11,Finans,Direktör,27.5
U00048,OTP,2025-05-09 11:54:10.685548,10.2.39.211,Finance,Edge,Windows 10,Pazarlama,Takım Lideri,39.0
U00090,OTP,2025-05-09 11:57:12.453564,192.168.2.177,HR System,Firefox,Windows 11,Bilgi İşlem,Takım Lideri,28.0
U00042,SMS,2025-05-09 12:01:05.695785,192.168.4.22,CRM,Chrome,Windows 11,İnsan Kaynakları,Müdür,27.5
U00091,OTP,2025-05-09 12:05:02.829804,10.4.79.2,Email,Safari,macOS,Bilgi İşlem,Direktör,27.0
U00003,Biometric,2025-05-09 12:05:23.517016,192.168.5.82,HR System,Edge,Windows 10,Finans,Takım Lideri,28.0
U00072,SMS,2025-05-09 12:05:43.497427,192.168.0.242,Finance,Safari,Windows 11,Bilgi İşlem,Stajyer,29.0
U00022,Biometric,2025-05-09 12:08:51.719553,192.168.6.110,HR System,Firefox,Linux,Finans,Direktör,38.0
U00008,SMS,2025-05-09 12:10:38.995588,192.168.0.55,CRM,Chrome,macOS,Pazarlama,Stajyer,27.5
U00007,OTP,2025-05-09 12:17:46.664860,192.168.1.20,HR System,Chrome,macOS,Satış,Stajyer,28.0
U00060,Biometric,2025-05-09 12:24:05.071851,192.168.1.60,Email,Firefox,Windows 11,Finans,Direktör,27.0
U00035,SMS,2025-05-09 12:27:46.338805,10.4.182.216,CRM,Safari,Windows 11,Satış,Müdür,27.5
U00054,Mail,2025-05-09 12:29:43.620846,192.168.4.37,Admin Panel,Firefox,macOS,Satış,Takım Lideri,56.5
U00093,OTP,2025-05-09 12:35:28.248782,192.168.5.13,Email,Edge,Windows 10,İnsan Kaynakları,Müdür,27.0
U00041,SMS,2025-05-09 12:39:50.434543,192.168.4.17,CRM,Chrome,Windows 11,Pazarlama,Genel Müdür,27.5
U00027,OTP,2025-05-09 12:46:28.078421,192.168.4.56,CRM,Edge,macOS,Yönetim,Takım Lideri,27.5
U00018,SMS,2025-05-09 12:46:30.507182,192.168.8.201,Email,Chrome,macOS,Finans,Takım Lideri,27.0
U00019,OTP,2025-05-09 12:48:08.930775,10.3.78.241,CRM,Chrome,macOS,Satış,Stajyer,27.5
U00093,OTP,2025-05-09 12:50:07.248734,192.168.5.243,Finance,Edge,Windows 10,İnsan Kaynakları,Müdür,29.0
U00039,Biometric,2025-05-09 12:50:34.481236,10.4.121.194,Admin Panel,Firefox,Windows 10,Bilgi İşlem,Genel Müdür,45.5
U00033,OTP,2025-05-09 12:51:19.107690,192.168.7.106,CRM,Edge,Windows 10,Bilgi İşlem,Direktör,27.5
U00029,SMS,2025-05-09 12:59:54.965398,192.168.4.106,Email,Edge,macOS,İnsan Kaynakları,Stajyer,37.0
U00032,SMS,2025-05-09 13:10:44.375954,10.0.126.65,Admin Panel,Edge,Windows 10,Finans,Uzman,30.0
U00024,OTP,2025-05-09 13:15:19.044571,192.168.2.222,CRM,Firefox,Windows 10,Pazarlama,Stajyer,27.5
U00045,SMS,2025-05-09 13:23:56.790626,192.168.3.174,Finance,Chrome,Windows 11,Pazarlama,Stajyer,29.0
U00096,OTP,2025-05-09 13:29:10.223891,192.168.1.26,CRM,Edge,macOS,İnsan Kaynakları,Uzman,46.5
